label,temperature,N,P,K,ph,humidity
pigeonpeas,24.69487673,27,74,20,5.859813416,59.96669215
pigeonpeas,23.17409556,29,72,24,6.962386495,36.67847052
pigeonpeas,19.04380471,5,68,20,6.12166671,33.10695144
pigeonpeas,29.32379604,39,57,19,6.421748487,45.93248374
pigeonpeas,34.6455408,22,62,16,4.828936119,54.32342534
pigeonpeas,21.9989826,18,55,23,6.98571967,56.31006755
pigeonpeas,22.99774444,39,77,21,4.603563116,60.24218572
pigeonpeas,30.55992394,13,75,20,6.979540061,35.29006485
pigeonpeas,31.46417866,27,71,24,7.064973419,48.17631461
pigeonpeas,25.95058595,26,64,22,5.16516459,40.58227261
pigeonpeas,21.01142393,23,55,16,5.111488821,69.69141302
pigeonpeas,19.25100056,4,69,19,5.374358869,47.70351758
pigeonpeas,19.24462755,20,67,19,5.671419084,50.54495302
pigeonpeas,22.47253208,7,74,17,5.667419697,62.56532471
pigeonpeas,36.75087487,17,64,18,6.07938452,58.25799145
pigeonpeas,29.89286629,35,71,17,6.931924963,66.35375127
pigeonpeas,29.37735586,11,72,22,6.842744374,44.82294584
pigeonpeas,29.65052947,20,60,22,6.876572503,42.89833235
pigeonpeas,19.54284889,10,71,18,6.151029296,66.34777265
pigeonpeas,20.04611791,33,61,24,4.567446499,48.93905624
mothbeans,27.91095209,3,49,18,3.692863601,64.70930606
mothbeans,27.32220619,22,59,23,4.371745575,51.27868781
mothbeans,28.66024187,36,58,25,8.399135958,59.3189118
mothbeans,29.02955344,4,43,18,8.840656256,61.09387478
mothbeans,27.78031515,29,54,16,8.153022903,54.65030015
mothbeans,31.99928579,32,43,22,5.270749441,54.1077461
mothbeans,27.33580911,14,55,15,8.050304395,55.27755933
mothbeans,28.92952635,5,35,20,9.679240873,53.57014709
mothbeans,27.65472156,25,57,24,6.974978386,58.59986279
mothbeans,28.52396666,11,53,24,7.39389918,55.77264351
mothbeans,31.02215872,40,49,17,6.68727523,45.89239456
mothbeans,25.74095321,38,56,25,7.88118645,45.38497051
mothbeans,31.70447482,27,43,23,5.875333778,56.85420099
mothbeans,24.47876451,24,38,22,8.202706015,58.51663927
mothbeans,31.46511256,23,45,21,8.985348193,51.79939437
mothbeans,25.60973447,29,57,20,5.87707519,50.7330069
mothbeans,30.30260453,31,35,23,7.707595055,47.18283631
mothbeans,28.17489437,0,55,25,4.524171562,43.6672299
mothbeans,25.50634557,7,45,22,9.926212291,44.8302551
mothbeans,31.12896766,17,58,25,6.455592696,43.58788762
mothbeans,26.34043268,11,44,17,8.016210782,55.59160391
mothbeans,28.23494706,22,49,22,3.71105919,61.5620517
mothbeans,27.04453473,9,51,19,5.49091063,49.32609633
mothbeans,25.16125354,28,48,15,9.254089438,55.25435777
mothbeans,27.3179125,26,50,19,6.005242945,51.66921088
mothbeans,25.4123765,36,56,20,7.437078236,49.66474269
mothbeans,31.21629982,8,60,18,3.808429173,46.01868196
mothbeans,30.573999,24,37,21,5.818219385,58.22686794
mothbeans,25.42517036,22,43,24,4.52363558,53.2208266
mothbeans,27.09400578,36,43,24,3.510404312,43.65305437
mothbeans,24.30935081,22,44,24,6.030447288,56.32938343
mothbeans,30.06142622,17,43,22,5.498340808,45.90067655
mothbeans,28.09568993,8,45,15,4.61136408,60.9835384
mothbeans,26.33908791,7,56,23,5.545219232,40.00933429
mothbeans,28.61409059,36,57,16,8.292875734,57.14218792
mothbeans,28.70012137,11,45,19,3.828031463,44.359648
mothbeans,24.21610338,6,36,22,8.869532817,59.79236306
mothbeans,28.50677929,17,57,20,3.793575185,45.20094476
mothbeans,25.97948991,4,47,20,4.193189124,64.95585424
mothbeans,30.88482722,9,49,16,7.661537348,41.36561835
mothbeans,25.5042419,25,51,24,9.392694614,61.66852372
mothbeans,25.12528913,36,44,21,4.516154055,51.33189406
mothbeans,27.10508014,21,38,20,5.794289715,63.56791363
mothbeans,31.1006247,37,57,20,7.354286985,44.82069159
mothbeans,26.45707778,32,48,18,5.993513566,56.40226277
mothbeans,30.04132304,29,44,20,8.620107545,63.56222995
mothbeans,27.77799528,25,51,18,9.45949344,54.82130787
mothbeans,30.99256944,10,44,24,8.0344125,43.02151392
mothbeans,26.4908332,23,35,18,5.414492777,47.36534833
mothbeans,31.96987867,9,60,23,6.276004336,57.17377029
mothbeans,25.36140526,3,58,21,9.160691747,46.82652785
mothbeans,25.54249137,22,42,22,7.887658711,56.96640758
mothbeans,28.99319096,12,39,21,8.183844843,62.85948245
mothbeans,29.34317422,39,36,22,9.072011412,60.50320928
mothbeans,28.63618921,32,41,16,7.702287236,61.39451307
mothbeans,24.83206631,30,41,15,5.88509677,44.17085032
mothbeans,25.44689075,19,36,22,6.16496284,58.55363573
mothbeans,31.01274943,4,46,15,3.504752314,62.40392519
mothbeans,27.06179658,21,39,20,7.388007483,52.3003173
mothbeans,27.0956288,35,57,25,8.340398059,42.26206161
mothbeans,28.56800579,22,55,24,8.66077954,57.30636014
mothbeans,28.79929247,35,51,17,3.558822825,49.84213387
mothbeans,27.94293692,17,56,17,5.9565851,45.41393636
mothbeans,30.47757686,28,57,17,9.416003106,61.58245338
mothbeans,30.58139475,22,36,16,8.18422855,50.77148138
mothbeans,26.85911286,11,41,19,5.131779302,41.81420849
mothbeans,26.31051759,38,38,18,6.294130313,61.18749126
mothbeans,28.77833449,23,37,24,7.991902443,44.2252605
mothbeans,28.90245417,25,35,20,8.923095695,43.35365671
mothbeans,29.37687468,40,45,20,6.878498176,57.69622912
mothbeans,24.17093241,23,58,19,5.243634849,58.25204566
mothbeans,26.65333029,2,56,23,7.550090941,59.79023382
mothbeans,28.19912143,3,56,17,8.709291688,53.50567601
mothbeans,28.76488954,26,51,25,7.792508068,52.62741529
mothbeans,29.3499706,39,42,20,8.055908858,61.25353851
mothbeans,28.00937423,27,59,20,4.397698806,52.60950014
mothbeans,26.85851927,24,45,19,5.952384957,48.8246387
mothbeans,31.2123945,7,40,17,8.532078733,40.92604945
mothbeans,24.20422636,15,45,23,7.224193642,61.43378674
mothbeans,29.98835437,26,52,23,4.931890506,49.60384796
mothbeans,29.93964907,20,45,16,4.626212446,54.61813464
mothbeans,31.2119298,34,54,24,5.026003659,41.55934359
mothbeans,26.80474415,19,51,25,3.5253661,48.23991436
mothbeans,31.49398069,29,41,21,8.86979671,62.84916863
mothbeans,30.99694676,20,50,22,9.406887533,46.42693735
mothbeans,29.61253065,11,40,23,5.80428611,63.04749127
mothbeans,29.97604322,15,54,15,8.35495812,57.03184356
mothbeans,30.88883074,35,55,22,8.634929739,52.62696801
mothbeans,30.39321309,9,59,25,7.699200949,60.16299493
mothbeans,30.43683729,40,45,18,5.261285926,55.20522037
mothbeans,25.32688786,35,38,19,9.112771682,63.18180319
mothbeans,30.53684308,14,58,17,4.605700542,59.96664731
mothbeans,30.38257873,40,55,18,7.115994051,40.5926071
mothbeans,24.01825377,18,36,23,7.214078621,53.76623369
mothbeans,28.69841277,35,52,15,9.93509073,61.14754363
mothbeans,29.33743412,4,59,22,8.914074888,49.00323081
mothbeans,27.96583691,22,51,16,8.639586199,61.34900107
mothbeans,24.86803974,33,47,17,8.621514073,48.27531965
mothbeans,25.87682261,2,51,17,5.838508699,45.96341933
mothbeans,31.01963639,16,51,21,3.532008668,49.9767522
mungbean,27.43329405,19,55,20,7.18530147,87.80507732
mungbean,28.3340432,8,54,20,7.034214276,80.77275974
mungbean,27.01470397,36,55,20,6.635968698,84.34262707
mungbean,28.17432665,10,56,16,6.828187499,81.04554836
mungbean,29.87888063,22,56,17,6.89077995,87.32761241
mungbean,29.89232778,9,57,24,7.165121109,89.71503316
mungbean,28.56212158,34,59,23,6.935804256,83.24855855
mungbean,27.53592929,31,51,25,7.196774236,85.5701901
mungbean,29.68361658,0,49,18,6.990095452,87.93598094
mungbean,28.14448546,21,39,20,7.064782138,82.1193047
mungbean,29.53037621,28,35,22,7.156563094,86.73346018
mungbean,27.88352946,17,52,17,6.364967184,86.45147631
mungbean,28.22471276,24,42,23,6.428054409,82.35916228
mungbean,29.008124,28,46,16,6.664187809,84.96089355
mungbean,29.75538903,21,38,21,6.637677489,86.45193297
mungbean,29.78416743,34,60,25,6.79385576,85.16906976
mungbean,27.8640132,19,53,22,6.852884643,80.4513142
mungbean,27.11026483,31,58,15,7.121571293,84.96771717
mungbean,27.11030369,19,35,24,6.883308033,83.64274107
mungbean,28.95451232,24,53,17,6.421271178,89.07866095
mungbean,29.21780035,13,47,20,6.54450214,87.93724219
mungbean,28.7420098,31,53,16,6.452006451,85.81675947
mungbean,29.65021184,28,45,23,6.489259136,80.29868321
mungbean,27.23924995,31,37,21,6.713410626,86.404241
mungbean,28.95172351,33,60,15,6.510840928,81.67085323
mungbean,28.18837136,34,45,21,6.287380117,82.60629652
mungbean,28.30041493,13,57,25,6.86308576,86.20681554
mungbean,27.89636126,33,57,17,6.78415271,88.71782287
mungbean,28.6899851,32,57,22,6.769415888,87.50436797
mungbean,27.8262623,23,59,25,6.320768488,88.73100226
mungbean,28.70562673,35,41,18,6.705008504,81.59200689
mungbean,28.6362812,6,48,24,6.790736339,84.61431076
mungbean,28.28511547,29,36,25,7.130278657,88.4393979
mungbean,27.60887393,4,36,22,7.012740397,86.13316408
mungbean,28.60901145,10,59,22,7.155685016,86.99495766
mungbean,29.24598976,14,48,21,6.991242362,84.80084105
mungbean,28.62911222,8,50,21,6.218923893,89.1148059
mungbean,29.57329479,20,40,15,7.199495368,88.07505524
mungbean,27.82684262,36,43,22,6.389882166,87.16679147
mungbean,29.8757015,14,57,15,6.623438282,83.14796296
mungbean,27.33684386,11,60,23,7.033012777,88.50229102
mungbean,29.83040388,10,59,15,6.32400451,89.30428305
mungbean,28.2753171,7,60,25,6.397636709,82.76020821
mungbean,29.86860065,2,47,15,6.401455706,85.99127934
mungbean,29.5888162,20,45,22,6.904587016,89.9939693
mungbean,28.07219563,2,39,15,6.478557136,82.9116472
mungbean,27.84026517,27,40,24,7.063022095,89.99615558
mungbean,27.10818093,35,48,15,6.981758362,87.4512669
mungbean,27.68515114,4,59,25,6.227134139,81.94268594
mungbean,29.34594634,1,48,24,6.232836962,85.60472562
mungbean,28.36319404,36,43,21,7.140437859,84.8593608
mungbean,27.65280218,11,46,24,6.459252023,89.80650642
mungbean,27.31372793,34,47,19,6.568795404,85.44815232
mungbean,27.06909959,21,44,18,7.12851089,86.89934108
mungbean,28.06642822,17,58,20,6.42937879,85.91625451
mungbean,27.73329078,25,40,21,6.248900919,81.13903037
mungbean,27.53632932,2,38,18,6.619891498,89.92908171
mungbean,29.66461594,9,48,20,6.377568542,84.28187572
mungbean,29.9145443,37,49,25,6.415459592,85.85384444
mungbean,28.36363858,36,38,15,6.320662012,87.59810657
mungbean,29.46416042,40,58,15,6.978400282,87.60890009
mungbean,29.73013036,30,44,16,6.442335593,82.89166381
mungbean,27.46852989,1,59,23,7.184398832,87.17649
mungbean,27.77076285,9,48,22,6.402926221,87.09979549
mungbean,29.12939524,14,41,17,7.085982325,88.48312598
mungbean,27.10606808,35,52,19,6.698574085,89.89593328
mungbean,28.88078945,31,48,17,6.594739424,86.94206817
mungbean,28.14720892,4,41,20,6.647965508,83.8001509
mungbean,29.89129144,30,37,25,7.120032489,80.14487166
mungbean,27.41503453,9,35,20,6.91380932,80.98004661
mungbean,29.27308605,20,41,20,7.073048264,89.4875022
mungbean,29.65296893,37,50,23,6.5304707,88.48587386
mungbean,28.44524991,34,35,21,6.684381357,82.67639542
mungbean,27.96235681,14,37,15,6.581351374,83.97586797
mungbean,29.25649321,23,39,22,6.86483915,81.97952224
mungbean,28.36291385,5,45,21,6.487124217,88.00989267
mungbean,27.62749466,22,37,20,6.605733068,86.49366929
mungbean,28.66086349,40,51,17,6.860602782,86.12194568
mungbean,29.2114218,27,56,20,6.41874299,87.11497805
mungbean,29.40889385,31,40,22,6.365513634,86.16063492
mungbean,28.02952623,38,36,21,6.556372966,84.8845732
mungbean,28.08657178,6,37,17,6.760694228,80.35005927
mungbean,29.16174608,6,47,18,6.715276663,80.28038146
mungbean,29.8596912,24,44,17,6.666380512,80.03499648
mungbean,29.06631494,25,59,19,6.626629798,83.6869203
mungbean,27.38538997,32,56,21,6.702772465,88.66663953
mungbean,27.93034941,8,45,18,7.011030515,85.42058715
mungbean,29.2808618,19,39,17,6.890156495,81.8009244
mungbean,28.9973145,39,37,15,6.821747052,83.78911515
mungbean,27.92678579,33,37,19,7.183189922,86.5543196
mungbean,28.5474135,26,54,17,6.27258822,88.9570454
mungbean,29.36488409,21,51,15,6.679127482,89.1886954
mungbean,28.56149805,22,54,20,6.689825155,83.63802195
mungbean,28.43683487,29,45,16,6.583381939,87.91332682
mungbean,28.79728147,4,40,21,6.725551062,80.45744422
mungbean,28.7275267,10,37,22,7.069747814,89.12760359
mungbean,27.95639663,4,44,19,6.921993878,83.52706038
mungbean,28.17458662,20,45,17,6.770955317,83.69659318
mungbean,28.77653519,23,45,23,6.983130466,86.69133979
mungbean,28.438097,25,48,21,6.267684328,83.48991368
blackgram,29.48439992,56,79,15,7.454532137,63.19915325
blackgram,26.73433965,25,62,21,7.040056094,68.13999721
blackgram,26.27274407,42,61,22,7.418650668,62.28814857
blackgram,34.03679184,42,73,25,6.501869314,67.21113844
blackgram,28.03644051,44,58,18,6.814410928,65.06601664
blackgram,28.81460716,50,55,16,7.581442888,65.33538112
blackgram,34.03619494,35,72,21,7.741418772,64.28791388
blackgram,33.8642935,30,64,20,6.573531614,61.57072498
blackgram,32.84213012,27,64,21,7.543804223,68.68401492
blackgram,27.10053268,50,74,17,6.5408208,63.36085585
blackgram,25.65842532,39,73,24,7.22405917,61.18235808
blackgram,32.34744009,57,67,25,7.551364319,66.61452812
blackgram,29.58949031,52,63,19,6.928898659,68.32176769
blackgram,30.91219459,55,66,22,7.747775263,68.79427388
blackgram,28.12787838,51,56,18,6.706505915,64.2097765
blackgram,30.08545364,36,66,15,6.668238556,69.34811988
blackgram,31.74379487,59,55,19,7.332375138,62.51007687
blackgram,27.81326852,50,58,23,7.596802025,62.50460464
blackgram,32.88733849,30,65,25,7.70650895,64.59457409
blackgram,29.36358721,20,62,18,7.366542647,64.98742947
blackgram,27.82592799,58,71,15,6.919243702,67.5861883
blackgram,28.49538735,25,71,24,7.187721818,60.44848407
blackgram,27.74274761,52,71,16,7.075886472,68.53997144
blackgram,30.41588462,40,63,18,6.74441168,67.66323804
blackgram,27.3254209,20,60,25,6.726469088,69.09047809
blackgram,30.28496619,48,61,21,6.628264883,61.69295127
blackgram,28.56840626,49,68,22,7.127064207,61.53278622
blackgram,25.36586097,48,62,15,7.538631462,66.6379724
blackgram,34.9466155,32,66,17,7.162357641,65.26774011
blackgram,25.09737391,21,63,22,6.859409487,67.72837887
blackgram,32.47648301,20,72,19,7.397190844,64.34848735
blackgram,33.86351172,25,65,21,6.880245789,68.59232289
blackgram,25.19857725,41,78,21,6.581313137,60.37332688
blackgram,31.77681682,53,67,17,7.296972161,69.01852894
blackgram,34.89814946,39,60,21,6.97297656,63.59948557
blackgram,31.74105409,25,76,17,7.241148507,68.63525428
blackgram,27.16159076,21,78,19,6.92009048,66.76017239
blackgram,26.23773129,57,60,17,7.504608385,67.88521396
blackgram,30.20157245,56,75,15,7.152272256,60.06534859
blackgram,31.55846339,49,72,15,7.137004749,67.83563765
blackgram,29.67892453,24,80,19,6.808041722,69.0854554
blackgram,27.05365239,49,76,18,7.393631868,67.7017527
blackgram,34.63880966,28,68,19,7.69950698,61.38597868
blackgram,33.39438752,55,78,21,6.602888249,62.93692886
blackgram,28.84079155,50,64,25,6.734447425,63.37230676
blackgram,31.49338309,34,80,19,6.521217963,63.0563645
blackgram,25.54960633,20,68,23,7.707332484,63.95425534
blackgram,34.37329112,55,67,16,6.596719015,69.69366426
blackgram,34.6008247,23,70,15,7.403623355,63.11296779
blackgram,29.43463808,53,74,15,7.517097,64.94329356
blackgram,29.10713092,26,67,16,7.17620823,67.90577375
blackgram,28.57006111,33,80,22,6.593961761,65.71765781
blackgram,27.54384835,37,79,19,7.143942758,69.3478631
blackgram,33.04687968,33,75,21,6.690655045,68.93875631
blackgram,33.95309131,22,55,20,7.423530351,69.96100028
blackgram,30.11873003,20,68,17,6.578714843,60.11680815
blackgram,29.57812712,43,68,20,7.497469256,66.17587668
blackgram,27.26458947,44,76,22,7.775306272,68.01232937
blackgram,31.35730791,34,60,16,7.322555223,64.24992106
blackgram,31.52104732,21,72,17,7.580527339,66.55723677
blackgram,29.39982732,25,68,19,7.108450121,64.25510719
blackgram,29.38400259,41,62,15,7.358974541,64.14928485
blackgram,28.38686534,28,65,23,7.405176138,61.88871127
blackgram,28.47442276,35,64,15,6.500144962,63.53604453
blackgram,30.64095781,52,58,16,7.167435834,61.14508627
blackgram,25.25596239,58,75,25,7.261791753,61.36669662
blackgram,32.97030511,34,66,19,7.586642101,60.18122078
blackgram,33.66855394,52,70,16,7.534811833,66.60416867
blackgram,32.83963757,23,57,19,7.251000789,67.99803573
blackgram,27.45853567,42,58,25,6.513620918,62.90020977
blackgram,25.68576704,37,62,17,7.121254928,69.84354028
blackgram,30.0328403,44,75,22,7.574561547,64.14800537
blackgram,28.20667264,21,80,20,7.350869792,68.27085245
blackgram,28.27265858,56,76,16,7.513151076,61.18956161
blackgram,28.5417236,29,76,15,7.025607706,64.2020154
blackgram,26.87187036,43,61,20,6.804253866,61.61367264
blackgram,32.79766751,55,60,15,7.163043872,68.77994074
blackgram,26.42333018,44,63,15,7.338929556,64.51136845
blackgram,29.79181107,29,67,21,6.621323612,63.38789228
blackgram,27.44003279,47,63,16,6.661870999,67.10464369
blackgram,34.1262979,40,68,17,7.733149554,65.14877461
blackgram,30.94908189,58,61,15,7.402891666,64.23364112
blackgram,28.75751783,41,74,18,6.599147298,61.02701476
blackgram,27.24766491,58,79,17,7.04174124,66.10123083
blackgram,28.63005477,27,62,24,7.353876754,66.770943
blackgram,26.41768321,27,60,17,7.026795359,63.64698302
blackgram,32.81705216,52,65,20,6.814301033,66.15665137
blackgram,29.6321052,44,55,25,7.42160832,65.91359954
blackgram,33.49077065,21,62,24,6.847382891,62.73317204
blackgram,31.86847286,60,59,22,7.191522601,66.74217464
blackgram,30.32992227,33,77,21,7.01285529,65.62971858
blackgram,28.546224,59,58,17,7.368318809,66.31394098
blackgram,30.02629908,29,63,17,7.26154329,67.88811637
blackgram,31.65531175,59,63,18,6.52669158,60.13263713
blackgram,30.33499674,29,70,15,6.872594461,63.54718862
blackgram,33.36984395,58,73,16,6.874142175,65.67718163
blackgram,31.4345059,55,77,22,7.76061831,62.99303471
blackgram,27.71678273,42,79,23,6.781841984,63.29103387
blackgram,32.63918668,44,77,21,7.326980454,61.3009051
blackgram,32.7477393,38,62,25,7.453975408,67.77954584
lentil,28.05153602,32,76,15,7.604110177,63.49802189
lentil,19.44084326,13,61,22,7.728832424,63.27771461
lentil,29.84823072,38,60,20,7.491217102,60.63872613
lentil,21.36383757,11,74,17,6.633864582,69.92375891
lentil,26.28663931,37,71,16,7.324863481,68.51966729
lentil,22.17499963,29,71,18,6.410441476,62.13873825
lentil,26.57597546,2,72,18,7.836719564,60.97876599
lentil,26.58972517,6,59,21,6.139215944,66.14007674
lentil,19.1345771,13,64,20,6.590571088,62.57526895
lentil,28.75273118,8,58,17,7.286049978,69.15640149
lentil,25.78746268,6,77,20,6.058306161,60.2816298
lentil,23.89271875,2,75,22,6.658605362,61.78779413
lentil,28.67408774,3,69,23,7.299360767,63.18832976
lentil,28.42062847,27,80,24,7.815210661,61.77336343
lentil,21.35499456,39,78,15,5.925391795,62.60136323
lentil,21.12695586,40,79,17,6.403683619,63.18738532
lentil,24.02037872,37,62,22,7.397546271,61.62313345
lentil,25.40474421,31,60,24,7.722335992,65.8567539
lentil,29.03017561,22,67,22,7.475926645,64.49166566
lentil,20.21368219,3,78,18,6.887130053,68.65257685
lentil,29.19585548,4,80,16,7.441976825,68.01965728
lentil,18.29783597,13,61,24,7.629910253,69.6897615
lentil,27.41434987,12,66,20,7.336117221,63.41785982
lentil,24.84063998,4,61,21,6.75020529,60.09116626
lentil,29.94413861,9,60,21,7.52178027,67.31323084
lentil,25.87990287,18,66,22,6.347379185,67.55109024
lentil,20.0467711,32,56,18,7.135251532,65.84395319
lentil,22.99451999,6,72,15,7.670178119,66.70897237
lentil,25.13163619,15,77,20,7.399749291,66.92642362
lentil,28.49584395,0,65,24,7.841496029,62.44616219
lentil,18.28766124,30,79,22,6.254216611,69.48515056
lentil,24.38041875,3,63,16,6.868881708,61.18458224
lentil,21.31852148,2,78,23,7.320514721,66.43934593
lentil,18.54141834,10,78,18,6.296976913,62.70637578
lentil,25.28710601,14,67,25,7.241151936,60.85993533
lentil,25.43459777,39,65,23,7.685959305,69.12613376
lentil,28.83600962,19,72,15,6.890760124,69.76112921
lentil,27.37659643,18,57,21,6.155915975,63.93927841
lentil,28.31886863,31,58,15,6.167855382,60.19461399
lentil,27.4818649,28,58,25,6.861640036,62.04814951
lentil,18.28072173,5,65,19,6.978361689,68.10365387
lentil,27.61204997,16,65,19,7.043160241,69.29786244
lentil,23.43974653,34,65,19,5.94239222,63.22011726
lentil,20.95628486,14,69,19,7.239455147,63.68128841
lentil,23.7937153,22,55,16,6.516317561,68.03209183
lentil,22.6371424,24,61,17,6.233269045,65.44544859
lentil,21.53577883,2,79,15,7.505283615,65.47227704
lentil,29.87854588,26,63,17,6.950300686,65.73085206
lentil,25.2653291,27,61,15,6.958054839,67.10004577
lentil,25.17885316,24,70,16,6.54803469,68.93307305
lentil,24.12192608,13,74,25,6.461618577,61.09533545
lentil,23.33565221,6,64,23,7.065264073,67.40460704
lentil,21.74600081,12,58,23,6.765091462,63.39503184
lentil,27.60195453,32,79,22,5.91645379,63.46170674
lentil,24.388717,6,68,18,6.711341147,62.50453062
lentil,24.98287462,10,79,20,6.379881442,66.895409
lentil,28.234829,38,77,22,6.313284268,69.3159965
lentil,26.03026959,17,74,17,7.393210848,69.55863145
lentil,28.04849594,26,68,24,7.504930973,64.07691942
lentil,24.87425505,23,75,17,7.198076286,64.00213929
lentil,23.97081395,32,78,22,7.007037515,62.35557553
lentil,20.06003985,19,79,19,6.677262562,67.76252583
lentil,19.59221047,22,60,18,6.74398035,61.28633405
lentil,29.77013109,28,69,16,6.547361618,66.29327012
lentil,27.52135365,1,67,21,6.551577598,60.53657684
lentil,25.62896213,12,67,23,6.585020303,63.14909763
lentil,20.39078312,36,67,20,6.924042372,60.47528931
lentil,25.39038396,28,70,21,7.437373666,60.4989659
lentil,24.91079638,12,71,19,7.142611056,60.71367427
lentil,27.70496805,22,68,16,7.74672376,63.20915034
lentil,18.06486101,26,66,22,6.300479414,65.1034354
lentil,18.13027797,16,65,16,6.078724107,62.45851612
lentil,23.82723528,14,59,22,6.76660668,67.89815262
lentil,23.19305333,33,59,19,7.641024177,62.74710773
lentil,25.08966129,21,63,17,6.559681838,68.17543102
lentil,25.86928193,0,69,21,7.072923306,61.88321072
lentil,18.43966037,10,75,17,7.732194788,68.05394959
lentil,27.14911056,30,61,18,6.157782589,67.02664337
lentil,23.33375853,0,74,17,7.240988401,64.50515776
lentil,26.7230014,35,74,22,6.898905799,62.96841833
lentil,19.55750776,7,63,24,6.818681086,64.45268309
lentil,26.13708256,9,56,17,6.261937875,66.7729209
lentil,27.99990346,14,74,15,6.493036868,65.57653373
lentil,29.05941162,14,76,20,7.042474679,62.10652364
lentil,25.71269843,36,65,16,7.692013657,64.1123333
lentil,21.79792649,28,67,21,6.250994223,63.73086065
lentil,24.70626432,28,79,16,6.052184881,60.26854183
lentil,20.94981756,40,61,22,7.002216044,65.8108757
lentil,24.84918386,10,70,19,7.272427638,68.98088448
lentil,21.91041045,12,80,19,5.962001484,65.21662467
lentil,25.93381964,37,77,20,7.080506001,68.70533022
lentil,29.82112112,0,67,22,6.593798387,69.4073209
lentil,27.52185591,7,73,25,7.28805662,63.13215259
lentil,27.99627907,10,56,18,7.32710972,68.6428593
lentil,20.76774783,39,70,15,6.366355781,63.90164154
lentil,23.05276444,26,56,22,7.011121216,60.424786
lentil,21.65845777,9,77,17,6.280725549,63.58337146
lentil,26.25070298,4,59,19,7.621494566,67.62779652
lentil,20.97195263,34,73,15,7.630424083,63.83179889
lentil,23.89736406,33,77,15,7.802212437,66.32102048
pomegranate,24.55981624,2,24,38,5.922935513,91.63536236
pomegranate,19.65690085,6,18,37,5.937649578,89.93701023
pomegranate,18.78359608,8,26,36,6.804781106,87.4024767
pomegranate,24.1469628,37,18,39,6.424670614,94.5110662
pomegranate,22.44581266,0,27,38,6.738016221,89.90147027
pomegranate,24.96273236,31,25,38,6.497366677,92.40501423
pomegranate,22.5526059,21,21,38,6.327673765,89.3259486
pomegranate,22.77035608,6,30,40,6.36137446,91.45498527
pomegranate,19.20090378,25,27,41,6.923509371,94.27659596
pomegranate,23.12808226,15,11,38,6.630646083,92.68328358
pomegranate,24.92639065,14,5,36,5.832525853,85.19098079
pomegranate,24.77464458,16,10,41,6.738993954,85.63608688
pomegranate,19.8671184,36,7,37,5.782435567,86.35590206
pomegranate,24.26601316,4,20,41,6.537042717,93.7974061
pomegranate,23.62600218,29,22,40,6.145104401,89.73266695
pomegranate,19.67832052,16,15,42,6.890784045,89.08935702
pomegranate,22.36509395,18,27,41,7.175344328,92.30882391
pomegranate,21.57936934,11,18,42,5.938528744,94.88267728
pomegranate,18.26233221,5,15,38,5.709380472,88.16779129
pomegranate,23.71028128,18,23,44,6.184400085,89.61794165
pomegranate,22.48720144,9,8,40,6.553509673,89.9224883
pomegranate,21.6602498,40,27,45,5.885638185,94.79397419
pomegranate,20.13037175,22,23,44,6.143874691,89.31505137
pomegranate,18.41164435,9,16,39,6.101198974,91.11927248
pomegranate,19.68291173,12,29,40,6.594037135,89.75272999
pomegranate,23.20242586,0,17,42,6.859840821,91.19442671
pomegranate,18.92157197,2,21,44,6.56893406,87.31290342
pomegranate,22.10621387,28,6,40,6.769855664,91.34039616
pomegranate,18.47412402,8,23,44,7.130837931,89.68919664
pomegranate,19.81069447,29,16,36,5.740338002,88.92944254
pomegranate,24.4880844,17,18,43,5.843005428,90.83687246
pomegranate,18.75927679,34,21,42,6.648687274,89.93457597
pomegranate,19.54128063,21,23,42,6.902751061,90.29751796
pomegranate,18.91251245,25,17,40,6.608023872,87.74938524
pomegranate,19.91330523,8,25,36,6.828522375,94.95031368
pomegranate,19.72620525,26,18,42,6.910374919,89.64934166
pomegranate,23.83185873,4,19,42,6.306605528,87.84034604
pomegranate,24.94467632,36,24,41,7.009180374,94.25702672
pomegranate,24.692258,5,24,40,6.297907579,93.87030088
pomegranate,24.72485577,19,17,39,6.728599215,85.56083187
pomegranate,20.12644921,39,30,38,6.965156738,87.59629625
pomegranate,21.02432943,5,29,44,5.578095745,93.0569505
pomegranate,22.40423537,4,24,43,7.199504273,88.1508343
pomegranate,20.33691147,38,21,35,5.841367187,89.38003827
pomegranate,24.24779615,37,11,36,6.710143266,85.56033312
pomegranate,24.81530144,9,25,41,5.972714857,91.90842992
pomegranate,19.66329768,29,22,43,5.561851831,87.95158129
pomegranate,22.43377991,5,21,38,6.107054808,90.3396556
pomegranate,22.92052307,22,26,38,6.988035315,85.12912161
pomegranate,22.91843172,4,18,37,7.13147457,85.40695044
pomegranate,24.88244467,21,6,41,7.086947687,89.39686219
pomegranate,23.40981539,29,21,45,6.749260456,93.13277
pomegranate,21.20725375,23,5,44,7.16300467,94.26304717
pomegranate,18.20230419,13,7,43,7.013481515,91.12282162
pomegranate,22.34375696,5,13,37,5.648243649,89.7870345
pomegranate,24.32770134,27,24,41,6.610251186,90.88292835
pomegranate,19.75088482,7,23,35,7.054313823,88.71691157
pomegranate,19.86173586,12,20,39,6.026999326,86.19740917
